"key","en","ja","zh-TW"
"activerecord.attributes.family_info.first_contact","Contact Person","連絡担当者","聯絡人"
"activerecord.attributes.family_info.return_address","Return Address","返送先住所","退貨地址"
"activerecord.attributes.family_info.return_cycle","Return Cycle","返品サイクル","退貨週期"
"activerecord.attributes.family_info.return_day","Return Day","返却日","退貨日"
"activerecord.attributes.family_info.return_mode_other","Other Return Method","その他の返品方法","其他退貨方式"
"activerecord.attributes.family_info.vendor_tell","Company Phone Number","会社電話番号","公司電話"
"activerecord.attributes.first_order_gift.minimum_consumption_threshold","Minimum Consumption Threshold","最低消費門檻","最低消費門檻"
"activerecord.attributes.games/game_dict.name","Activity Name","アクティビティ名","活動名稱"
"activerecord.attributes.games/prize_dict.name","Prize Name","賞名","獎項名稱"
"activerecord.attributes.games/prize.link_after_play","Prize Link","賞品リンク","獎項連結"
"activerecord.attributes.games/prize.no_decimal","Please enter the integer value.","整数値を入力してください。","請輸入整數值。"
"activerecord.attributes.gift_collection_rule.price","Price","価格","價格"
"activerecord.attributes.gift_collection_rule.title"," "," "," "
"activerecord.attributes.gift_collection.title","Title","タイトル","標題"
"activerecord.attributes.hilife_info.first_contact","Contact Person","連絡担当者","聯絡人"
"activerecord.attributes.hilife_info.return_address","Return Address","返送先住所","退貨地址"
"activerecord.attributes.hilife_info.return_cycle","Return Cycle","返品サイクル","退貨週期"
"activerecord.attributes.hilife_info.return_day","Return Day","返却日","退貨日"
"activerecord.attributes.hilife_info.return_mode_other","Other Return Method","その他の返品方法","其他退貨方式"
"activerecord.attributes.hilife_info.vendor_tell","Company Phone Number","会社電話番号","公司電話"
"activerecord.attributes.limit_collection.limit_count","Maximum purchase quantity","最大購入数量","最高購買數量"
"activerecord.attributes.limit_collection.title","Title","グループ名","群組名稱"
"activerecord.attributes.line_message_template.flex_custom_text","Flex Message Template","フレックスメッセージテンプレート","Flex Message 樣板"
"activerecord.attributes.line_message_template.message_type.bonus_expiry_reminder","Bonus Points (Shopping Money) Expiration Reminder","ボーナスポイント（ショッピングクレジット）有効期限のお知らせ","紅利積點(購物金)到期通知"
"activerecord.attributes.line_message_template.message_type.cod_arrived","Goods Arrived at Store Reminder","商品到着通知","貨物到店提醒"
"activerecord.attributes.line_message_template.message_type.coupon_expiry_reminder","Coupon Expiration Reminder","クーポン有効期限のお知らせ","優惠券到期通知"
"activerecord.attributes.line_message_template.message_type.customer_account_activation","Customer Account Activation Reminder","顧客アカウント有効化リマインダー","顧客帳號啟用提醒"
"activerecord.attributes.line_message_template.message_type.customer_birth_bonus","Customer Birthday Personal Bonus Points (Shopping Money) Notification","誕生日個人ボーナスポイント（お買い物マネー）をプレゼントするお客様へのお知らせ","顧客獲得生日個人紅利積點(購物金)通知"
"activerecord.attributes.line_message_template.message_type.customer_birth_coupon","Birthday Member Exclusive Coupon Notification","誕生日会員限定クーポンをお客様にお届けするお知らせ","顧客獲得生日會員專屬優惠券通知"
"activerecord.attributes.line_message_template.message_type.customer_cart_items","Customer Unchecked Cart Items Reminder","顧客のショッピングカート内の未チェックアイテムのリマインダー","顧客購物車未結帳商品提醒"
"activerecord.attributes.line_message_template.message_type.customer_coupon","Member Exclusive Coupon Notification","会員限定クーポンが受け取れる","顧客獲得會員專屬優惠券通知"
"activerecord.attributes.line_message_template.message_type.customer_free_shipping_coupon","Customer Personal Free Shipping Coupon Notification","顧客は個人向けの送料無料クーポンを受け取る","顧客獲得個人免運券通知"
"activerecord.attributes.line_message_template.message_type.customer_gift_coupon","Customer Free Gift Coupon Notification","顧客はギフト券を受け取る","顧客獲得贈品券通知"
"activerecord.attributes.line_message_template.message_type.customer_order_unpaid","Customer Unpaid Order Reminder","未払いの顧客注文に関するリマインダーレター","顧客訂單未付款提醒信"
"activerecord.attributes.line_message_template.message_type.customer_password_reset","Customer Account Password Change Activation Reminder","顧客アカウントのパスワード変更のリマインダーを有効にする","顧客帳號密碼更改啟用提醒"
"activerecord.attributes.line_message_template.message_type.order_cancelled","Order Cancellation Reminder (Customer)","注文キャンセルのお知らせ（顧客）","訂單取消提醒(顧客)"
"activerecord.attributes.line_message_template.message_type.order_checking","Order Return Checking Reminder","注文返品確認リマインダー","訂單退貨審查提醒"
"activerecord.attributes.line_message_template.message_type.order_confirm","New Order Reminder (Customer)","新規注文リマインダー（顧客）","新訂單提醒(顧客)"
"activerecord.attributes.line_message_template.message_type.order_paid","Order Payment Reminder (Customer)","注文支払いリマインダー（顧客）","訂單付款提醒(顧客)"
"activerecord.attributes.line_message_template.message_type.order_refund","Order Refund Completion Reminder","注文払い戻し完了リマインダー","訂單退款完成提醒"
"activerecord.attributes.line_message_template.message_type.order_return","Order Return Notification","注文返品通知","訂單退貨通知"
"activerecord.attributes.line_message_template.message_type.periodic_order_confirm","Recurring Order Confirmation Reminder","定期的な注文確認リマインダー","定期訂單確認提醒"
"activerecord.attributes.line_message_template.message_type.pos_customer_account_activation","POS Customer Account Activation","POS顧客アカウントの有効化","POS顧客帳號啟用"
"activerecord.attributes.line_message_template.message_type.preorder_confirm","Preorder Shipment Reminder","定期的な注文発送リマインダー","定期訂單出貨提醒"
"activerecord.attributes.line_message_template.message_type.request_return_order","Return Order Request Reminder","注文返品リマインダー","訂單申請退貨提醒"
"activerecord.attributes.line_message_template.message_type.seven_arrived_sms","Goods Arrived at 7-Eleven Reminder","商品到着通知","貨物到門市提醒"
"activerecord.attributes.line_message_template.message_type.seven_remind_sms","Reminder for unclaimed items at 7-Eleven.","7-11 店舗の受け取り忘れ通知","7-11到店未取提醒"
"activerecord.attributes.line_message_template.message_type.ship_confirm","Shipment Notification","商品配送リマインダー","貨物發送提醒"
"activerecord.attributes.line_message_template.message_type.ship_update","Shipment Information Update Reminder","貨物配送情報更新のお知らせ","貨物發送資訊更新提醒"
"activerecord.attributes.line_message_template.text","Text","プレーンテキスト","純文字"
"activerecord.attributes.line_webhook_url.name","System Name","外部システム名","外部系統名稱"
"activerecord.attributes.line_webhook_url.url","Destination URL","メッセージの送信先 URL","訊息目的地 URL"
"activerecord.attributes.location_based_shipping_rate.name","Name","名前","名稱"
"activerecord.attributes.location_based_shipping_rate.price","Shipping Fee","貨物","運費"
"activerecord.attributes.message_comment.content","Content","コンテンツ","內容"
"activerecord.attributes.order.affiliate_vendor_type.affiliates","Affiliates","Affiliates","聯盟網"
"activerecord.attributes.order.affiliate_vendor_type.ichannel","iChannel","iChannel","通路王"
"activerecord.attributes.order.affiliate_vendor_type.koodata","Koolive","Koolive","Koolive"
"activerecord.attributes.order.affiliate_vendor_type.likr","AviviD","AviviD","禾多"
"activerecord.attributes.order.affiliate_vendor_type.line_shopping","LINE Shopping","LINE Shopping","LINE 購物"
"activerecord.attributes.order.affiliate_vendor_type.omnisegment","Omnisegment","Omnisegment","Omnisegment"
"activerecord.attributes.order.affiliate_vendor_type.shopback","shopback","ショップバック","shopback"
